image_name,class,shape_hu_feat_0,shape_hu_feat_1,shape_hu_feat_2,shape_hu_feat_3,shape_hu_feat_4,shape_hu_feat_5,shape_hu_feat_6
image_0044,OM5,2.8251461915247416,7.865210701213656,7.999959003081349,7.998723032777311,-7.999999999999995,-7.999999925553672,-7.999999999999996
image_0045,OM5,2.8369143353524033,7.969681453157513,7.999912630107844,7.998738441260698,-7.999999999999992,-7.999999983218243,7.999999999999995
image_0046,OM5,2.9167091452685163,7.960761887437916,7.99999143803295,7.999906554906182,8.0,7.999999997844749,-8.0
image_0047,OM5,2.9112134495950333,7.821554797254502,7.999960734593503,7.999170714555777,-7.999999999999999,-7.999999944018748,-7.9999999999999964
image_0048,OM5,2.820565103244162,7.744516612783572,7.999892173404802,7.997812947015968,-7.999999999999981,-7.999999811324513,7.999999999999984
image_0049,OM5,2.8544988288336763,7.979903595131333,7.999783819779803,7.998870219343199,7.999999999999995,-7.999999999474574,7.9999999999999885
image_0050,OP2,2.8897357613827577,7.978667174998921,7.999989256069031,7.999587475980741,8.0,7.999999997933415,-7.999999999999999
image_0051,OP2,2.9367861562185276,7.993097821190617,7.9999872226237265,7.999779548749748,-8.0,7.999999999482157,8.0
image_0052,OP2,2.8882378670420303,7.963028254045388,7.999962980513462,7.999282191444869,-7.999999999999997,-7.999999979549477,-8.0
image_0053,OP2,2.888001344161701,7.972491964757361,7.999997424969523,7.999158164497464,-7.999999999999999,-7.999999978995894,-7.999999999999999
image_0054,OP2,2.9524076420876755,7.999823902169972,7.999990227032573,7.9997177679219895,-8.0,-7.999999999990293,-8.0
image_0055,OP2,2.958755861104849,7.971865920472326,7.9999688617427,7.999522403643555,7.999999999999999,-7.999999987782989,-7.999999999999999
image_0056,OP2,2.9190322982137826,7.955627116511473,7.999981364837857,7.999161458880718,-7.999999999999999,-7.999999974833547,-7.999999999999997
image_0057,OP2,2.902292422891147,7.975202668422892,7.999999699258299,7.999236643728927,8.0,-7.999999981492875,-8.0
image_0058,OP2,2.9150577687887784,7.9538369156934685,7.99998890994517,7.999125542510474,-7.999999999999998,-7.999999970686364,7.999999999999999
image_0059,OP2,2.928548643432033,7.9847245920377,7.999998223548213,7.999616624334471,8.0,-7.999999992951859,-8.0
image_0060,OP2,2.894164304360297,7.988002554057668,7.999989682511396,7.999453847378378,-8.0,7.999999997343754,-7.999999999999999
image_0061,OP2,2.9548912223462978,7.9769143902265425,7.999999752466327,7.999589087997272,8.0,7.999999994785023,8.0
image_0062,OP2,2.9663292621995847,7.983372956399337,7.999982171595848,7.999695148102645,-7.999999999999999,-7.999999994014312,8.0
image_0063,OP2,2.945851520609691,7.962644068854051,7.999985727532789,7.999632739901651,8.0,7.99999999426997,8.0
image_0064,OP2,2.9193908243552853,7.986738708790463,7.999988520458014,7.999297738290016,8.0,-7.999999987770859,-7.999999999999998
image_0065,OP2,2.966113575849856,7.976698818512037,7.999998443263807,7.999658965734252,8.0,7.999999998336673,8.0
image_0066,OP2,2.9242020261356916,7.989042076600474,7.999975059673709,7.999596201047274,-8.0,-7.999999996067933,7.999999999999999
image_0067,OP2,2.930808393790876,7.994023064106644,7.999992335115,7.99965980291154,8.0,-7.999999996299761,8.0
image_0068,OP2,2.976293061649123,7.971669391997924,7.999980236936813,7.999750400487191,-8.0,-7.999999993952352,8.0
image_0069,OP2,2.9247952117078797,7.992310420898145,7.9999326340504915,7.999709756145317,7.999999999999999,7.999999998651534,-7.999999999999999
image_0070,OP2,2.9269487557902765,7.987671780455269,7.999995550093585,7.999753853286341,-8.0,7.999999997672485,8.0
image_0071,OP2,2.9072479283095527,7.99236645389504,7.999994433995698,7.9996179046278035,8.0,7.999999998658875,-8.0
image_0072,OP2,2.931485409140745,7.983002691398719,7.999979667281388,7.999617710107187,-8.0,7.999999999682306,7.999999999999999
image_0073,OP2,2.944938257076091,7.994777923493241,7.999949286766215,7.999703507513919,8.0,7.999999999386068,7.999999999999999
image_0074,OP2,2.912397945548314,7.994037865601129,7.999989263127981,7.99915495210071,-8.0,-7.999999995302051,-7.999999999999998
image_0075,OP2,2.9132828350465623,7.920407781534258,7.999956859982911,7.99904750482359,-7.999999999999998,-7.999999958935324,-7.9999999999999964
image_0076,OP2,2.9436485627525597,7.958062752387548,7.999953656736043,7.999694914372169,7.999999999999999,-7.9999999906932215,-7.999999999999999
image_0077,OP2,2.9354870337498733,7.96202974980991,7.999940304254866,7.9995863426564116,8.0,-7.9999999882246335,-7.999999999999998
image_0078,OP2,2.891883406688485,7.927971847965237,7.999975005936532,7.999115865725977,-7.999999999999997,-7.999999964149655,7.999999999999999
image_0079,OP2,2.8937945599434602,7.961453112989214,7.999942867877166,7.999458134233162,-7.999999999999999,-7.999999986140449,7.999999999999998
image_0080,OP2,2.9041731916200466,7.954245852738449,7.999970086913314,7.999517563376213,7.999999999999999,-7.999999992698678,-7.999999999999999
image_0081,OP2,2.9213075442812033,7.9862607831343535,7.999994045580034,7.999615360440548,8.0,-7.999999997149812,-8.0
image_0082,OP2,2.923035317633252,7.9608363771740525,7.999956120834497,7.999662482133565,-7.999999999999999,-7.999999990019372,7.999999999999999
image_0083,OP2,2.9221940591659226,7.997114711809456,7.999998501927298,7.999566417946623,-8.0,7.9999999968183,8.0
image_0084,OP2,2.937396011368824,7.999165807668521,7.999985828378119,7.99973146730761,8.0,7.999999999314475,8.0
image_0085,OP2,2.9399749045692616,7.984547920479056,7.999992312892253,7.9994884185614445,-8.0,7.999999999056448,7.999999999999999
image_0086,OP2,2.903619522487,7.986702549314823,7.999972821746823,7.99931529297967,8.0,-7.999999992907316,-7.999999999999998
image_0087,OP2,2.935380629880107,7.99551260940689,7.999972895293518,7.999610048085117,-8.0,-7.999999999090927,7.999999999999999
image_0088,OP2,2.9479119131870917,7.978420992263279,7.999992057318991,7.999796650652772,-8.0,7.999999995944129,-8.0
image_0089,OP2,2.9239163207505174,7.948637464425972,7.99996079795454,7.999670150291674,-8.0,-7.999999990885139,7.999999999999999
image_0090,OP2,2.9412077771578518,7.989378913308722,7.99999926901906,7.999511048618769,8.0,7.999999995981943,8.0
image_0091,OP2,2.9330280008484872,7.9995816353612055,7.9999952365430875,7.9994899871210015,-7.999999999999999,-7.999999998972389,-8.0
image_0092,OP2,2.9565217743597945,7.983585807345645,7.999953712920428,7.9997556638106175,-8.0,-7.999999999094596,7.999999999999999
image_0093,OP2,2.888027054485118,7.894848202766816,7.9998697590620385,7.999165654212323,-7.999999999999995,-7.999999957168592,7.9999999999999964
image_0094,OP2,2.9082859443150277,7.87325707888916,7.999905993278903,7.999478556153989,-7.999999999999998,-7.999999976436938,-7.999999999999998
image_0095,OP2,2.949552251941159,7.999900166993877,7.999993000122789,7.9997250604159404,-8.0,7.999999999894556,8.0
image_0096,OP2,2.941720493282785,7.990670808873249,7.999995914248724,7.999691685408855,-8.0,-7.9999999961591595,-8.0
image_0097,OP2,2.91265625427527,7.909965912592079,7.999912115095933,7.9994911052269355,-7.999999999999998,-7.99999997818914,7.999999999999998
image_0098,OP2,2.912637029542858,7.964826226696628,7.999993598188905,7.999563719409866,-8.0,7.9999999873731396,7.999999999999999
image_0099,OP2,2.9411722070917583,7.9849943803377785,7.999987783115607,7.999636762180366,-8.0,-7.9999999941035975,8.0
image_0100,OM3P3,2.9160600909392205,7.982893982352255,7.999989766102471,7.999198989419981,7.999999999999998,7.999999985721638,-7.999999999999999
image_0101,OM3P3,2.9100687885412126,7.985095544243163,7.999992670872204,7.999361458041636,7.999999999999999,7.999999989372201,-7.999999999999999
image_0102,OM3P3,2.9112511339371245,7.984661967201215,7.999992040666649,7.999333505543629,7.999999999999999,7.999999988711387,-7.999999999999999
image_0103,OM3P3,2.923482765477474,7.729935385615621,7.999982947567981,7.999337641902019,7.999999999999998,7.999999949601314,-7.999999999999999
image_0104,OM3P3,2.918254868920438,7.982621654225953,7.9999883873658595,7.99913584255638,7.999999999999998,7.999999985012318,-7.999999999999999
image_0105,OM3P3,2.7671606318547908,7.972415112554834,7.999980438164366,7.998281864646531,7.999999999999995,7.999999960568447,-7.999999999999996
image_0106,OM3P3,2.918879235650367,7.983352672403789,7.999988769087466,7.999114267666499,7.999999999999998,7.999999985008914,-7.999999999999999
image_0107,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0108,OM3P3,2.909915436468714,7.985556550196486,7.999992091466919,7.999360460833175,7.999999999999999,7.999999989455215,-7.999999999999999
image_0109,OM3P3,2.9100123842069126,7.985621675085593,7.999992738783781,7.999362869184466,7.999999999999999,7.9999999895458735,-7.999999999999999
image_0110,OM3P3,2.9101423820650667,7.985122447966115,7.999992467614441,7.999344315510569,7.999999999999999,7.9999999889627045,-7.999999999999999
image_0111,OM3P3,2.8945737467201624,7.9927975326356435,7.999998155486693,7.9997298963746974,8.0,7.999999996798415,-8.0
image_0112,OM3P3,2.911651763521053,7.985760680952411,7.999992811793174,7.999369723991885,7.999999999999999,7.99999998966081,-7.999999999999999
image_0113,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0114,OM3P3,2.9182909134394905,7.886048695100699,7.999987585535348,7.999358259615936,7.999999999999999,7.99999997261435,-7.999999999999999
image_0115,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0116,OM3P3,2.911740920842354,7.985577341120253,7.9999927029940725,7.9993713222003855,7.999999999999999,7.999999989609789,-7.999999999999999
image_0117,OM3P3,2.9096885095880705,7.985820837366842,7.999992643553023,7.999359084810593,7.999999999999999,7.999999989581575,-7.999999999999999
image_0118,OM3P3,2.9085463140955072,7.98496934466134,7.999992030135488,7.999347297520966,7.999999999999999,7.99999998898343,-7.999999999999999
image_0119,OM3P3,2.9182989852919508,7.886647054939842,7.999989327590195,7.999358347282858,7.999999999999999,7.999999972745946,-7.999999999999999
image_0120,OM3P3,2.911740920842354,7.985577341120253,7.9999927029940725,7.9993713222003855,7.999999999999999,7.999999989609789,-7.999999999999999
image_0121,OM3P3,2.917818587216035,7.9826297441648775,7.999988679545025,7.999148943406824,7.999999999999998,7.999999985069076,-7.999999999999999
image_0122,OM3P3,2.9085463140955072,7.98496934466134,7.999992030135488,7.999347297520966,7.999999999999999,7.99999998898343,-7.999999999999999
image_0123,OM3P3,2.982790874406143,7.991911110464359,7.999995406299529,7.999671615527514,8.0,7.999999996086483,-8.0
image_0124,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0125,OM3P3,2.9092641317071646,7.989145311105814,7.9999956232752165,7.999394854523955,7.999999999999999,7.9999999916112,-7.999999999999999
image_0126,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0127,OM3P3,2.911740920842354,7.985577341120253,7.9999927029940725,7.9993713222003855,7.999999999999999,7.999999989609789,-7.999999999999999
image_0128,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0129,OM3P3,2.9182989852919508,7.886647054939842,7.999989327590195,7.999358347282858,7.999999999999999,7.999999972745946,-7.999999999999999
image_0130,OM3P3,2.923482765477474,7.729935385615621,7.999982947567981,7.999337641902019,7.999999999999998,7.999999949601314,-7.999999999999999
image_0131,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0132,OM3P3,2.9188179796794893,7.9504906021712936,7.999986559479556,7.999385210618463,7.999999999999999,7.999999984998386,-7.999999999999999
image_0133,OM3P3,2.9101471024038172,7.9856642730319525,7.999992809136433,7.999364957379494,7.999999999999999,7.999999989577474,-7.999999999999999
image_0134,OM3P3,2.9128450557986376,7.984174918229959,7.999991248845663,7.99928794917007,7.999999999999999,7.999999987774682,-7.999999999999999
image_0135,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0136,OM3P3,2.9100008290236783,7.9851501547269725,7.999992278142123,7.999357509452329,7.999999999999999,7.999999989257995,-7.999999999999999
image_0137,OM3P3,3.0148949238705933,7.99397812132818,7.999996803713787,7.999775600670216,8.0,7.999999997778397,-8.0
image_0138,OM3P3,2.910118355441125,7.985644774531029,7.999992753305012,7.999361674276733,7.999999999999999,7.999999989543496,-7.999999999999999
image_0139,OM3P3,2.9451060578179713,7.987695584150639,7.999994111657747,7.999506340222109,7.999999999999999,7.999999992466795,-8.0
image_0140,OM3P3,3.025281602868205,7.994398267048037,7.999997158933587,7.999798330736691,8.0,7.999999998051208,-8.0
image_0141,OM3P3,2.9116300767710617,7.9858153992925605,7.999992986765944,7.999370448092089,7.999999999999999,7.999999989733131,7.999999999999999
image_0142,OM3P3,2.911740920842354,7.985577341120253,7.9999927029940725,7.9993713222003855,7.999999999999999,7.999999989609789,-7.999999999999999
image_0143,OM3P3,2.9188147037606296,7.950455578408364,7.999988687892971,7.999379922631319,7.999999999999999,7.999999984844738,-7.999999999999999
image_0144,OM3P3,2.923482765477474,7.729935385615621,7.999982947567981,7.999337641902019,7.999999999999998,7.999999949601314,-7.999999999999999
image_0145,OM3P3,2.910315388904289,7.985702556545233,7.999992243551912,7.999361715740698,7.999999999999999,7.999999989441885,-7.999999999999999
image_0146,OM3P3,2.8995936572097443,7.99010862481045,7.999996621854994,7.999614387466026,8.0,7.99999999461254,-8.0
image_0147,OM3P3,2.98150628265853,7.991831051069569,7.999995411809565,7.999666534013992,8.0,7.999999995997115,-8.0
image_0148,OM3P3,2.9182909134394905,7.886048695100699,7.999987585535348,7.999358259615936,7.999999999999999,7.99999997261435,-7.999999999999999
image_0149,OM3P3,2.9089620803340015,7.990266298131773,7.999996438263518,7.999410878499665,8.0,7.999999992569364,-7.999999999999999
image_0150,IM7U2,3.077502317777075,7.87716122169428,7.999920770802179,7.999986075678257,-8.0,-7.999999999807571,-8.0
image_0151,IM7U2,3.068869568358227,7.904603289711438,7.999991436583324,7.999992951381588,8.0,-7.999999999920386,8.0
image_0152,IM7U2,2.883965717831135,7.966014332400543,7.9999095994304685,7.999848855278168,8.0,7.999999997070787,-8.0
image_0153,IM7U2,2.967776779015267,7.9441624466416405,7.999955285397978,7.99996832932213,8.0,-7.999999998844764,-8.0
image_0154,IM7U2,2.95039699253054,7.609531652919474,7.999982697375319,7.999986949182225,8.0,7.999999999950257,8.0
image_0155,IM7U2,2.97540156446305,7.785241871591149,7.999955571577302,7.999974630904035,8.0,-7.999999998076242,-8.0
image_0156,IM7U2,2.953956121259157,7.859687302448888,7.9999719762141135,7.999988566926967,8.0,7.999999999578105,8.0
image_0157,IM7U2,3.1174621865684626,7.951567735862997,7.999975305867182,7.999995154232847,-8.0,7.999999999936749,8.0
image_0158,IM7U2,2.950106600308537,7.9603807580240264,7.99996557271836,7.999933163476882,8.0,7.999999998846106,8.0
image_0159,IM7U2,2.9836965923562464,7.9447820670806815,7.9999524423422725,7.999922397419731,8.0,7.999999998509332,8.0
image_0160,IM7U2,2.9665209651472826,7.943808235858283,7.9999543268673845,7.99996742201069,8.0,-7.999999998805156,-8.0
image_0161,IM7U2,2.9624392624271314,7.976443385590473,7.99994833531526,7.99991363476627,8.0,7.999999998606296,-8.0
image_0162,IM7U2,2.9446968063964953,7.912290129369353,7.999952931383192,7.999928929486352,-8.0,-7.999999997752149,8.0
image_0163,IM7U2,2.937701933650533,7.824103308171873,7.9999727211820115,7.999984154879586,8.0,-7.999999999789195,8.0
image_0164,IM7U2,2.956801454723908,7.883066776755057,7.999933155315102,7.999917986994774,-8.0,-7.999999996825973,8.0
image_0165,IM7U2,2.9654491268084744,7.940398813614077,7.999944887325122,7.999911230926434,8.0,7.999999998162235,8.0
image_0166,IM7U2,2.9652318481032838,7.745579853372453,7.999946688593332,7.999987386013738,8.0,-7.999999999956331,8.0
image_0167,IM7U2,2.97540156446305,7.785241871591149,7.999955571577302,7.999974630904035,8.0,-7.999999998076242,-8.0
image_0168,IM7U2,2.9583657740323597,7.885791142146706,7.999933636295116,7.999919158393687,-8.0,-7.999999996915234,-8.0
image_0169,IM7U2,2.9677792163016523,7.944137674385824,7.999955745925854,7.999967933831823,8.0,-7.999999998830295,8.0
image_0170,IM7U2,3.0266470858094547,7.928435758887939,7.999954489542243,7.999990461512879,-8.0,7.999999999829904,-8.0
image_0171,IM7U2,2.9670829822132214,7.941244410847996,7.999945761004382,7.999913292825256,8.0,7.999999998244035,-8.0
image_0172,IM7U2,2.9524986247569345,7.9804275893102465,7.999960266498376,7.99992172589711,8.0,7.999999998811499,-8.0
image_0173,IM7U2,3.0959656237033393,7.946539136079612,7.999971336900415,7.999994108877179,-8.0,7.9999999999123315,8.0
image_0174,IM7U2,2.95039699253054,7.609531652919474,7.999982697375319,7.999986949182225,8.0,7.999999999950257,8.0
image_0175,IM7U2,2.9794709862377915,7.635107570900416,7.999944996106055,7.999930214381284,8.0,7.99999999721096,8.0
image_0176,IM7U2,3.0909269199963587,7.972216208975168,7.999984674705994,7.999988733303579,8.0,-7.999999999716795,-8.0
image_0177,IM7U2,2.9670829822132214,7.941244410847996,7.999945761004382,7.999913292825256,8.0,7.999999998244035,-8.0
image_0178,IM7U2,2.899000887964407,7.92029219271203,7.9999121408507134,7.999859933443227,8.0,7.999999996690908,8.0
image_0179,IM7U2,2.961042479801681,7.975555346527737,7.999944480371509,7.999912286038837,8.0,7.9999999985585015,-8.0
image_0180,IM7U2,2.975965577603834,7.934918377820752,7.999950601521294,7.999912888982963,8.0,7.999999996579392,8.0
image_0181,IM7U2,2.942523407178234,7.827743725761806,7.999972135667777,7.999984757763869,8.0,-7.999999999814208,8.0
image_0182,IM7U2,2.9660145211588644,7.9406381615763815,7.999946561283158,7.999912483667192,8.0,7.999999998245657,8.0
image_0183,IM7U2,2.9437612203151127,7.830985326103697,7.999971922872533,7.999984687863301,8.0,-7.999999999799017,-8.0
image_0184,IM7U2,3.0226640108191534,7.955998989680468,7.99996948114167,7.999978301494646,8.0,-7.999999999302274,-8.0
image_0185,IM7U2,2.960295437525659,7.8754708033378105,7.999927557520902,7.999915798054864,-8.0,-7.99999999658429,8.0
image_0186,IM7U2,2.943718356993822,7.830137151699261,7.999972258755642,7.999984673553579,8.0,-7.999999999789017,8.0
image_0187,IM7U2,2.9677792163016523,7.944137674385824,7.999955745925854,7.999967933831823,8.0,-7.999999998830295,8.0
image_0188,IM7U2,3.025313986599801,7.927596849490673,7.999953424247633,7.999990463893372,-8.0,7.9999999998331575,8.0
image_0189,IM7U2,3.079883247455272,7.935862746591528,7.999975916582037,7.9999685956193956,-8.0,-7.999999999101588,8.0
image_0190,IM7U2,2.970934177985092,7.876648748281069,7.99995833130162,7.999912576646358,8.0,7.999999995041967,-8.0
image_0191,IM7U2,2.96234522814318,7.976564598772624,7.9999486308951795,7.999913129644641,8.0,7.999999998594854,-8.0
image_0192,IM7U2,2.9583025163131302,7.885293221193631,7.999933080191305,7.999919314740958,-8.0,-7.999999996902819,8.0
image_0193,IM7U2,3.0265087610959434,7.92830631958728,7.999954395149023,7.999990500819355,-8.0,7.999999999823822,8.0
image_0194,IM7U2,2.957744415841953,7.950525633446382,7.999955769276788,7.999922350020293,8.0,7.999999998552493,8.0
image_0195,IM7U2,2.9583657740323597,7.885791142146706,7.999933636295116,7.999919158393687,-8.0,-7.999999996915234,-8.0
image_0196,IM7U2,3.0266470858094547,7.928435758887939,7.999954489542243,7.999990461512879,-8.0,7.999999999829904,-8.0
image_0197,IM7U2,2.9606885221098427,7.9762179624395,7.999946643709204,7.9999125120302725,8.0,7.99999999857965,-8.0
image_0198,IM7U2,2.9759059524580964,7.935074979062214,7.999950430412145,7.999914006084773,8.0,7.99999999662745,8.0
image_0199,IM7U2,2.967022477306873,7.941501094752524,7.999945493404591,7.999912878946948,8.0,7.99999999824194,8.0
image_0200,IM7,2.964928788414928,7.958474232145068,7.999993313802226,7.999997434552776,-8.0,7.999999999944255,-8.0
image_0201,IM7,3.014369562342208,7.869428840591748,7.999921398802439,7.99994923281398,8.0,7.999999998900846,8.0
image_0202,IM7,3.0400934033106632,7.980294294684222,7.999952744073322,7.999985366207752,8.0,-7.99999999970066,8.0
image_0203,IM7,3.013164525296179,7.974716445025026,7.9998754641372125,7.999913712059272,-8.0,-7.999999999711234,-8.0
image_0204,IM7,2.9983887073764866,7.798493647456924,7.999915471663296,7.99991594543646,8.0,-7.9999999950918435,-8.0
image_0205,IM7,3.005246727480224,7.8092907298568965,7.9998662156439,7.999989887351337,8.0,-7.999999999399648,8.0
image_0206,IM7,3.0108345740098095,7.745508395128727,7.99991618909321,7.999946318672781,8.0,7.999999997518075,8.0
image_0207,IM7,3.0599713500624386,7.902342749967893,7.999920728176273,7.99999132195991,-8.0,-7.999999999620987,8.0
image_0208,IM7,2.9902245992369814,7.855165323206341,7.999900549161508,7.999758519072127,8.0,-7.999999994360156,-7.999999999999999
image_0209,IM7,3.0683422752650054,7.926840896889748,7.999982978289086,7.999977456190912,8.0,-7.999999999070514,-8.0
image_0210,IM7,3.0292357192738426,7.9377865812602115,7.999937824512782,7.99994573862038,-8.0,-7.999999998593753,8.0
image_0211,IM7,3.02700968170253,7.839186727934179,7.9999502462887815,7.999876227537735,-8.0,-7.999999992629211,-8.0
image_0212,IM7,2.9922619879811467,7.952964147435769,7.999984317679766,7.999989237713861,-8.0,7.999999999885067,-8.0
image_0213,IM7,2.9787037216068897,7.838034397862654,7.99995577186904,7.999754378492792,-7.999999999999999,-7.999999984218407,-8.0
image_0214,IM7,2.9193934371888575,7.836370160359402,7.999908941499727,7.9997249040396365,8.0,7.999999997213677,7.999999999999999
