image_name,class,texture_glcm_feat_0,texture_glcm_feat_1,texture_glcm_feat_2,texture_glcm_feat_3,texture_glcm_feat_4
image_0043,OM5,8043.9904035433065,66.20447834645668,0.09031597521523714,0.009093621501305063,0.13045556716374893
image_0044,OM5,7718.74317175197,63.414554625984266,0.10360271845166702,0.00995709867432699,0.1536580687595332
image_0045,OM5,8235.81686761811,67.13035187007874,0.10404499792191571,0.019288007499798396,0.17656002489221279
image_0046,OM5,7784.801304133858,65.98474409448819,0.06556179702658425,0.00858271455443167,0.0736049685522776
image_0047,OM5,9056.648068405513,73.76015009842519,0.034659728061005,0.007199576719317679,0.08442547451148175
image_0048,OM5,8725.567667322834,71.16806102362204,0.06376430986773204,0.008426310312466155,0.08159178951001454
image_0049,OM5,9564.846456692914,76.84657972440944,0.0543581390357475,0.00980930280135898,0.05107212663220926
image_0050,OP2,7307.163201279527,62.399298720472444,0.07962853180623773,0.009216180068321762,0.11119715714806891
image_0051,OP2,7975.658033956695,66.87469242125985,0.054602347597407175,0.007783261635437109,0.12019238353798213
image_0052,OP2,7867.763594980314,66.07867864173228,0.058500109881850615,0.00800756897923244,0.10398005875299901
image_0053,OP2,8102.873708169291,66.75018454724409,0.07549628863669024,0.008757842165493308,0.10254197778094397
image_0054,OP2,7590.7850024606305,63.75522883858267,0.09209933381340671,0.010948420685974805,0.12595179572301873
image_0055,OP2,7945.559178149606,66.1585875984252,0.053860733497609725,0.007875217135833612,0.09830002301407105
image_0056,OP2,7938.585137795278,66.34448818897638,0.05724935322625734,0.007904115352198515,0.12683164670855704
image_0057,OP2,7945.781988188978,66.42285925196852,0.054805303985254156,0.008156695914349005,0.11517566168340343
image_0058,OP2,7940.276513287402,65.69691190944883,0.07350013012207,0.009236072824287992,0.10849962599955336
image_0059,OP2,7811.454232283465,66.39554625984252,0.045804244910310175,0.007614670657890412,0.08063314001683304
image_0060,OP2,7563.835445374017,64.11005167322834,0.08146305195755268,0.008999293503192257,0.12226260191531305
image_0061,OP2,7648.909940944879,63.755413385826756,0.10090975554841139,0.010049308697493726,0.13348864268045832
image_0062,OP2,7477.156126968504,62.96825787401575,0.09541165995824642,0.009684481867566371,0.14496068456755107
image_0063,OP2,7501.8793061023625,63.574064960629926,0.06279912179255476,0.008203996253837763,0.16202086650676611
image_0064,OP2,7750.734067421259,65.2349286417323,0.0553152424055311,0.00799468090368343,0.11494893798255212
image_0065,OP2,7840.834276574802,65.52362204724409,0.06858662372694868,0.008224266715732231,0.17363327544462026
image_0066,OP2,7333.830216535434,62.349163385826785,0.07620570503582988,0.009344624819805894,0.09571163711233763
image_0067,OP2,7884.1801181102355,65.94463582677164,0.067898003564933,0.008380377752928268,0.10316381499524922
image_0068,OP2,7893.749323326773,65.32178887795277,0.07096088941201616,0.00864236055501176,0.12081398380602891
image_0069,OP2,7844.566990649609,66.1524975393701,0.053515773799643604,0.007961597115499253,0.10351491892915758
image_0070,OP2,7857.413508858269,65.46210629921262,0.08378075192141805,0.009269302651474425,0.1511391070821291
image_0071,OP2,7970.093565452756,67.45577017716533,0.04346556024495986,0.0074706817455480745,0.1125669334533023
image_0072,OP2,7186.975209153542,60.34614911417321,0.12094932977432707,0.011273002103555991,0.14648318764142884
image_0073,OP2,7135.968196358267,60.83950541338583,0.09380178472821397,0.009451429752274188,0.14021202351977444
image_0074,OP2,7290.411355807087,62.31772883858268,0.07161866458764345,0.009220079967635474,0.12285795712918579
image_0075,OP2,7917.1005782480315,66.89031742125985,0.04664828067367268,0.008283752748869347,0.09321998925182412
image_0076,OP2,7737.28063484252,64.96555118110236,0.05825624251986645,0.008066893835030063,0.11576036025090762
image_0077,OP2,7944.967642716537,66.14259350393702,0.06269099869589766,0.008241732902912318,0.12927805095738176
image_0078,OP2,8246.200479822834,66.99046505905513,0.060202377410056566,0.008082359340225708,0.1459864105998165
image_0079,OP2,7427.476131889764,62.617372047244096,0.07944782427832828,0.009377772642418652,0.13493093226939384
image_0080,OP2,8046.47871555118,66.36626476377953,0.06121596942271588,0.008422267516017745,0.14203509735387576
image_0081,OP2,8021.512303149608,66.61909448818899,0.06996320172663187,0.008614401435253594,0.10413787241088883
image_0082,OP2,7518.702202263782,63.448388287401585,0.09065241464546388,0.01053006946216439,0.11445438839477827
image_0083,OP2,7843.190083661417,65.97157972440945,0.056796356628724454,0.007822302463716352,0.1454553695436482
image_0084,OP2,7757.195435531497,65.6232160433071,0.06094770340034687,0.008223691539896261,0.09035627403705825
image_0085,OP2,7943.813607283466,66.31422244094489,0.07910987575720867,0.009030356763188696,0.1198294270085015
image_0086,OP2,7372.463213582677,63.0501968503937,0.08206000134998057,0.009013998927474396,0.1198006542806288
image_0087,OP2,7495.59873277559,63.35107037401575,0.07846308000281364,0.008840200400143227,0.16334788770422903
image_0088,OP2,7581.6078371063,63.61915600393701,0.09087451260734328,0.00940989891551486,0.13097590756542746
image_0089,OP2,7384.4189837598415,62.31256151574803,0.07699973179970167,0.009351000744385187,0.12561703112854272
image_0090,OP2,7187.1779035433065,60.59805610236219,0.09212870416999937,0.009302413776741517,0.18568366856839355
image_0091,OP2,7473.848363681103,63.09996309055117,0.08768065949261396,0.009655621234440605,0.12713588321038705
image_0092,OP2,7274.395792322836,60.91338582677166,0.07538926301759287,0.008741623725115487,0.16973104372553627
image_0093,OP2,7714.584276574804,65.23843503937009,0.04577903002532747,0.007729595105138091,0.10120286326975052
image_0094,OP2,7892.056040846456,66.32818651574803,0.0727987016443982,0.008922010480880881,0.09617150687950801
image_0095,OP2,7271.962290846457,61.40741879921259,0.10247279207723517,0.010214578357375896,0.1626131574124071
image_0096,OP2,7733.89499261811,66.14462352362204,0.04495778289718476,0.0075366206426140635,0.09433586404240756
image_0097,OP2,7866.480745570865,65.99686269685039,0.05236937893773158,0.007904953140674258,0.14874245091188745
image_0098,OP2,7613.401451771655,64.44057578740158,0.08160499544330385,0.008953975837391196,0.15726273435595312
image_0099,OP2,7330.334461122049,61.33630659448821,0.08308132656154445,0.009749421290161587,0.13555426921066563
image_0100,OM3P3,8410.264210137797,69.21844242125985,0.06428055229221519,0.008622524399279283,0.10757826198559221
image_0101,OM3P3,7441.235113188979,61.86417322834646,0.09386203737327586,0.01068348088958178,0.21493406378057353
image_0102,OM3P3,7866.756705216536,65.9416215551181,0.07415098379274736,0.00905525601813206,0.08705419442221912
image_0103,OM3P3,8355.956692913385,68.60949803149606,0.08602423727628991,0.02593674938146283,0.17494796462136725
image_0104,OM3P3,9512.713152066925,76.68879183070864,0.050706758372770076,0.008033989664533031,0.04534883478934034
image_0105,OM3P3,7492.0701894685035,61.708968996062985,0.12495020420672794,0.013377872027557343,0.18991795795300853
image_0106,OM3P3,9609.352116141734,77.3271407480315,0.05018173668603369,0.00801866683172407,0.04916211597113237
image_0107,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0108,OM3P3,7010.360113188978,59.028174212598444,0.10269598523172713,0.01187811591322569,0.18508248001119817
image_0109,OM3P3,7869.341843011811,65.48406742125985,0.07702520603824449,0.009346548175763237,0.12852041819403837
image_0110,OM3P3,7585.356053149608,64.49987696850395,0.0784874139826933,0.009532162409485213,0.14343295491110652
image_0111,OM3P3,6635.0843996062995,55.782849409448815,0.16222391712079512,0.015506239842431517,0.23705519528176905
image_0112,OM3P3,8147.731914370081,67.58439960629923,0.0686191088426849,0.008878216512692072,0.11720325086455662
image_0113,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0114,OM3P3,8575.402374507876,70.11103592519687,0.06909627289628997,0.010894975619460732,0.12346555083104122
image_0115,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0116,OM3P3,7806.893577755905,64.84325787401575,0.08349233665027314,0.009871504749835485,0.15000947832742334
image_0117,OM3P3,7353.00971948819,61.199311023622045,0.09711961874905078,0.010696843929677465,0.21700422400975078
image_0118,OM3P3,7637.432394192914,63.891178641732296,0.08440737285746797,0.009718222751022337,0.16439400770108453
image_0119,OM3P3,8509.455585629925,69.87659940944883,0.07032221462610677,0.010947556557552087,0.12317819222257285
image_0120,OM3P3,7806.893577755905,64.84325787401575,0.08349233665027314,0.009871504749835485,0.15000947832742334
image_0121,OM3P3,8989.824495570869,73.71401328740158,0.05495463504991157,0.008027039080867573,0.06335799377513883
image_0122,OM3P3,7637.432394192914,63.891178641732296,0.08440737285746797,0.009718222751022337,0.16439400770108453
image_0123,OM3P3,8420.244771161419,70.21807332677166,0.055410144669873776,0.00823070593902282,0.06909196918946402
image_0124,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0125,OM3P3,9593.932640255905,77.58655265748031,0.057999745640359215,0.008781251830630695,0.03496712161214484
image_0126,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0127,OM3P3,7806.893577755905,64.84325787401575,0.08349233665027314,0.009871504749835485,0.15000947832742334
image_0128,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0129,OM3P3,8509.455585629925,69.87659940944883,0.07032221462610677,0.010947556557552087,0.12317819222257285
image_0130,OM3P3,8355.956692913385,68.60949803149606,0.08602423727628991,0.02593674938146283,0.17494796462136725
image_0131,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0132,OM3P3,8440.374015748033,69.16473917322837,0.07359291330279882,0.01036134124759724,0.12698072831811344
image_0133,OM3P3,7930.122354822835,65.75006151574803,0.07910773378959302,0.00948809373497262,0.1306166802047064
image_0134,OM3P3,7931.689960629921,65.71764271653544,0.07490964659214568,0.00958382977074333,0.12508393869906345
image_0135,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0136,OM3P3,7750.599532480317,64.72797736220474,0.07943923257374544,0.009382613720442547,0.15754072924428866
image_0137,OM3P3,9901.516301673228,79.27602116141732,0.03819167446923937,0.007496344492466745,0.03892873870936612
image_0138,OM3P3,6932.150344488191,57.67544291338584,0.11045683794108489,0.010952481176317728,0.2686646780419374
image_0139,OM3P3,8222.086921751968,67.71536663385827,0.06908459826962324,0.008836132839473999,0.08750170162799019
image_0140,OM3P3,10058.920890748035,80.46210629921262,0.03514603158293243,0.00734424353161082,0.03000089693148724
image_0141,OM3P3,8078.005782480314,66.16572342519684,0.08257218641547492,0.009386948399402118,0.1465380076743826
image_0142,OM3P3,7806.893577755905,64.84325787401575,0.08349233665027314,0.009871504749835485,0.15000947832742334
image_0143,OM3P3,8473.81779035433,69.6359498031496,0.06886473888692675,0.010374936838348586,0.11943301262733542
image_0144,OM3P3,8355.956692913385,68.60949803149606,0.08602423727628991,0.02593674938146283,0.17494796462136725
image_0145,OM3P3,6779.340674212598,56.76747047244095,0.11225385967853685,0.010780360606916733,0.2892238616752228
image_0146,OM3P3,7205.252337598425,60.50123031496064,0.12325658762217682,0.012253838186996782,0.17897688424304814
image_0147,OM3P3,8276.537032480315,69.31520669291339,0.05724267768947897,0.008192341123058926,0.07769804731330868
image_0148,OM3P3,8575.402374507876,70.11103592519687,0.06909627289628997,0.010894975619460732,0.12346555083104122
image_0149,OM3P3,9648.954970472443,77.98265255905513,0.05819772740912827,0.008939383333090153,0.04149548971442304
image_0150,IM7U2,9565.486035925198,72.61534202755907,0.12735107290407344,0.011811263915493626,0.20605122243519575
image_0151,IM7U2,10317.925381397636,81.42353592519686,0.037155250144843936,0.007127469524065843,0.036940761107907026
image_0152,IM7U2,7513.996124507876,62.03709399606301,0.12976039760380395,0.012161696057272738,0.14456103454560365
image_0153,IM7U2,7572.761934055119,62.08243110236222,0.11953997811063356,0.010976123066531685,0.17654901778364535
image_0154,IM7U2,8222.969549704725,66.95306348425198,0.08324740986194487,0.008759678360954098,0.15273208400639932
image_0155,IM7U2,7506.750922736222,61.363250492125985,0.1391139011940847,0.01293404260523648,0.2158766023375479
image_0156,IM7U2,8523.873646653541,67.83046259842517,0.0796922114660616,0.008584588208791854,0.13796880986434612
image_0157,IM7U2,8848.997416338585,68.30597933070867,0.1735470930791135,0.038564241575683916,0.2333150244804182
image_0158,IM7U2,8019.7535063976375,64.09565698818898,0.1140712019448973,0.010494521708728406,0.214645294737289
image_0159,IM7U2,8484.314714566932,67.89714566929136,0.08025184072659941,0.008677100998404205,0.14513380654853036
image_0160,IM7U2,8110.29219980315,65.80930118110236,0.11579367890009581,0.010486224929935537,0.11871301012532838
image_0161,IM7U2,8322.157972440948,67.76464074803151,0.08643878430974475,0.009297734442692225,0.12663966143024558
image_0162,IM7U2,7816.287155511811,62.71592027559055,0.09605091777565541,0.00936596203165628,0.19383410560573508
image_0163,IM7U2,7699.0907972440955,61.93860728346456,0.10091090857725474,0.009056614089773287,0.23475122718866437
image_0164,IM7U2,9215.49446358268,74.04872047244096,0.05579283274151856,0.007634771011357384,0.10389007262246737
image_0165,IM7U2,8683.346333661417,69.64283956692914,0.07706551344037728,0.008321355088062265,0.15622222091178165
image_0166,IM7U2,8920.18688484252,71.29306102362206,0.05850445385324077,0.007689591534448836,0.13268388378981147
image_0167,IM7U2,7506.750922736222,61.363250492125985,0.1391139011940847,0.01293404260523648,0.2158766023375479
image_0168,IM7U2,8342.12506151575,66.22016486220473,0.08181388717532612,0.008539396256217524,0.20438629134876415
image_0169,IM7U2,6796.019808070865,56.337475393700785,0.15379464485387065,0.013197601256280025,0.2566911307578528
image_0170,IM7U2,7424.354207677166,58.491756889763785,0.20479194119492494,0.01817340119875638,0.3507376869880939
image_0171,IM7U2,8288.960875984254,67.24015748031498,0.08217064284566604,0.008844586986029248,0.19067365760720636
image_0172,IM7U2,7611.9100024606305,63.043245570866134,0.11290968367361834,0.010892717719390205,0.1646200646590195
image_0173,IM7U2,8242.65059055118,63.878937007874015,0.16586593820523293,0.015334396623250566,0.2930930520980942
image_0174,IM7U2,8222.969549704725,66.95306348425198,0.08324740986194487,0.008759678360954098,0.15273208400639932
image_0175,IM7U2,9093.927595964567,72.1032849409449,0.08148605131623932,0.01017662737478118,0.14756489259047306
image_0176,IM7U2,10385.77220718504,80.48222194881889,0.06660751569222903,0.008899821540497843,0.05508927496175633
image_0177,IM7U2,8288.960875984254,67.24015748031498,0.08217064284566604,0.008844586986029248,0.19067365760720636
image_0178,IM7U2,7652.52374507874,63.032603346456696,0.10613475029393435,0.010057965893325216,0.18166753385415485
image_0179,IM7U2,7800.109190452756,63.84258120078741,0.10591773950654551,0.010116114667233386,0.2026682416985639
image_0180,IM7U2,8805.268331692914,70.44611220472441,0.07706394249971932,0.008507096400945043,0.1444241332585608
image_0181,IM7U2,7779.030942421259,62.79681348425196,0.09865811424190114,0.009169045543028788,0.193751536267004
image_0182,IM7U2,7859.182578740159,63.222440944881896,0.10146349820569234,0.009497561351119599,0.240926665298872
image_0183,IM7U2,7758.63158218504,62.906065452755925,0.0939619089814987,0.009100069330171606,0.19162838603169244
image_0184,IM7U2,7999.297182578742,63.557025098425214,0.12050057328761593,0.010322830088294505,0.20956804594685152
image_0185,IM7U2,8184.43190206693,65.38367372047246,0.0779493257343724,0.008405964342972009,0.17119541886183923
image_0186,IM7U2,8251.878014271653,66.65692667322834,0.07949544669867395,0.008449630817768573,0.1530372681957588
image_0187,IM7U2,6796.019808070865,56.337475393700785,0.15379464485387065,0.013197601256280025,0.2566911307578528
image_0188,IM7U2,6574.630167322835,53.02682086614174,0.22041490229769453,0.01921527867981446,0.4025775822424672
image_0189,IM7U2,10293.265317421263,81.72348671259844,0.03563184426294238,0.0075059296469830936,0.018359641176925304
image_0190,IM7U2,8646.757627952757,69.89037893700788,0.0826185714782504,0.009758926204690445,0.13600970783254074
image_0191,IM7U2,8106.88379675197,65.98763533464567,0.09536006034217309,0.010267787344343663,0.16061543362079125
image_0192,IM7U2,8548.185223917324,68.65557332677166,0.06356201569269224,0.007856574980498635,0.17213156087641324
image_0193,IM7U2,7949.511503444882,62.827448326771645,0.1560534473577247,0.014466602368645927,0.3214154016634857
image_0194,IM7U2,7740.268639271654,63.70244832677165,0.09764537261902144,0.009847516571148292,0.16501869621948975
image_0195,IM7U2,8342.12506151575,66.22016486220473,0.08181388717532612,0.008539396256217524,0.20438629134876415
image_0196,IM7U2,7424.354207677166,58.491756889763785,0.20479194119492494,0.01817340119875638,0.3507376869880939
image_0197,IM7U2,7920.749323326771,64.73702017716535,0.10204093355022839,0.009675783829247914,0.18805078162349337
image_0198,IM7U2,9098.100701279527,72.24624753937007,0.07132549308620427,0.00814346299589879,0.15406462068747281
image_0199,IM7U2,8752.165784940944,69.88035187007874,0.07151230252119394,0.008188760478491012,0.15837592042689466
image_0200,IM7,9059.69371309055,71.98308316929133,0.056158806309993696,0.007789701062810292,0.11117488936805098
image_0201,IM7,8922.391732283464,70.89308562992125,0.07390768060854663,0.00894234605668514,0.13718040840969067
image_0202,IM7,8579.068467027562,66.58544537401576,0.1120418623776149,0.012093517319566963,0.2038051599419236
image_0203,IM7,8350.750799704725,65.61632627952756,0.09573071201865598,0.009752622959121198,0.22208013154676834
image_0204,IM7,8722.93251722441,69.13674950787401,0.07928842321040148,0.009105681461035109,0.19609735242651055
image_0205,IM7,8591.960752952757,67.89800688976379,0.08645324827982752,0.00921084068818252,0.17191782441982784
image_0206,IM7,8833.715428149606,68.75553641732283,0.09051784469994133,0.008949642867614321,0.1799946770443754
image_0207,IM7,8076.581262303151,62.707861712598444,0.1446271213885588,0.012112589814068783,0.26854476880424716
image_0208,IM7,8851.606975885828,70.22348671259843,0.08113976702538224,0.009425368959298627,0.19458806711378737
image_0209,IM7,8442.586675688977,65.1664000984252,0.12521089853594078,0.011616300670333965,0.23666747189019205
image_0210,IM7,9150.983021653543,70.29995078740157,0.09248207981294115,0.010179694681809844,0.2283180722688795
image_0211,IM7,8446.181840551184,67.51094980314963,0.09994648770663261,0.010216523135840233,0.1836742851387248
image_0212,IM7,8385.678026574806,66.92827263779529,0.0991107613628714,0.009555358188458464,0.16825719031015973
image_0213,IM7,8759.724717027559,67.81957431102362,0.10966496514449939,0.011006936317179746,0.22578509813621064
image_0214,IM7,9306.721456692914,72.48757381889763,0.06998825717291322,0.008340546404447442,0.15263405376825942
image_0215,IM7,8175.811023622047,66.12844488188975,0.09830916743405889,0.009777231017229467,0.17617833072591196
image_0216,IM7,7940.452632874016,64.2007874015748,0.10665546952765878,0.00997039152281371,0.2131359978614356
image_0217,IM7,8404.128383366144,67.34627214566929,0.08602511719987556,0.008965062918213054,0.1890982445684678
image_0218,IM7,8543.486651082678,66.49624753937007,0.13315730023561018,0.01604382128209611,0.2571066727114957
image_0219,IM7,7924.391916830708,63.62752214566929,0.11931217435360995,0.010124995054579951,0.2785923240826853
image_0220,IM7,8109.140871062991,63.63939468503936,0.10914294871244348,0.011452838017850523,0.24412515757863767
image_0221,IM7,8904.789000984252,68.93996062992126,0.09712595078751976,0.009217309156236362,0.181042423637861
image_0222,IM7,9044.231053149606,70.97846948818899,0.06854363146884983,0.00827461129686256,0.16779914899022866
image_0223,IM7,9103.782357283464,69.27276082677166,0.09313585114845271,0.01028932489804852,0.22488547242988383
image_0224,IM7,8416.533280019688,65.00473671259843,0.11662649951822529,0.01248496925333527,0.27165418381259654
image_0225,IM7,8073.349286417325,63.22736220472443,0.12633187535776416,0.018857311164132074,0.2722881396129327
image_0226,IM7,8163.8347071850385,64.48763533464567,0.1256610329213082,0.01436099597678242,0.24560112353953398
image_0227,IM7,8548.16375492126,67.19562007874016,0.09222924932980434,0.00926593398179098,0.22035990029581154
image_0228,IM7,7413.909325787405,60.91609251968505,0.14204977306743122,0.011842061109798315,0.22119575914821551
image_0229,IM7,8527.488250492126,67.58839812992127,0.08563419440279636,0.008784698669223032,0.1918507319774092
image_0230,IM7,8519.236343503937,68.84215059055117,0.08331710472311175,0.00851521062627411,0.18198410386402775
image_0231,IM7,8641.61405019685,67.80659448818898,0.10476651820695299,0.010641424319066355,0.19929671536628019
image_0232,IM7,8376.036970964567,65.21868848425197,0.12213091805437319,0.012221214620573158,0.24251450227878912
image_0233,IM7,8224.150282972441,64.01433316929135,0.11649834477914496,0.010513615445891796,0.24418901018604702
image_0234,IM7,8253.968565452755,65.38859498031496,0.08892932700455278,0.008860937268625272,0.21695692335406763
image_0235,IM7,8795.75006151575,69.89966781496065,0.06057087785214872,0.007998466712302709,0.1621593841326771
image_0236,IM7,8318.237143208664,66.22890009842521,0.10444970506567143,0.011009514516966159,0.22491156883905913
image_0237,IM7,8386.96444389764,65.08944389763779,0.13447997418333707,0.014843789514829066,0.2516522986648043
image_0238,IM7,7875.563545767718,63.09221210629922,0.10543414020073497,0.010492087464704892,0.26651472380105906
image_0239,IM7,8115.723240649606,65.31760580708661,0.09585411442510143,0.009722407801799378,0.2113227753416347
image_0240,IM7,8247.152312992126,64.00910433070865,0.09916602316389565,0.010783343915433282,0.2575119493625933
image_0241,IM7,8219.148622047242,65.80499507874015,0.09225840957676361,0.009421453622845067,0.21177562985674542
image_0242,IM7,8554.578986220471,65.4534940944882,0.12177776912553533,0.011825192580787127,0.2634693870890256
image_0243,IM7,8985.636195866142,69.27866633858268,0.09890490261857388,0.009851454636640503,0.24253278424411187
image_0244,IM7,8261.87629183071,65.45220226377951,0.11317539090905918,0.011455976528475603,0.22500142499918113
image_0245,IM7,7185.601377952756,58.16904527559055,0.16152772924815104,0.01417334048409543,0.24999904314876178
image_0246,IM7,8103.690883366144,65.7894315944882,0.10672435045541664,0.01001781643003065,0.18898857482657688
image_0247,IM7,7490.956262303149,59.62703001968504,0.15528685245560125,0.012754026081492613,0.30605707801692283
image_0248,IM7,8310.553457185038,66.25203001968504,0.09026247396788664,0.009331555762300752,0.17250236432468663
image_0249,IM7,8087.172674704725,65.29127706692914,0.08935213363768726,0.009231769780663826,0.16750087546088605
image_0250,IM2U4,8149.283095472443,65.87746062992127,0.11574763728048232,0.023445006625394595,0.20068441245756716
image_0251,IM2U4,9207.477792814962,73.58335383858267,0.06413828561606454,0.008303828519599704,0.1132637459248629
image_0252,IM2U4,9733.336122047243,75.88545767716535,0.11992349317932074,0.08138748511109523,0.21874674426650792
image_0253,IM2U4,7530.149298720473,61.858206200787414,0.10960518545734954,0.009938078047826796,0.2070061332071968
image_0254,IM2U4,8820.327448326772,69.21413631889764,0.08130886112799937,0.008855276862765592,0.17360508173973976
image_0255,IM2U4,7242.933009350393,58.05604084645669,0.18923355265312036,0.01690944720760032,0.3737182079630996
image_0256,IM2U4,7227.934670275591,59.13065944881889,0.10570812153776474,0.010518833166017741,0.23068901826469507
image_0257,IM2U4,8951.806717519685,72.22465551181105,0.07100147383600575,0.008070411324987358,0.12337216594345031
image_0258,IM2U4,7348.6828863188975,59.60672982283465,0.13878922325052265,0.011920809197626963,0.23863855984888538
image_0259,IM2U4,7733.149729330709,61.12586122047246,0.1814049129185879,0.017294023238334164,0.35768502698975924
image_0260,IM2U4,7242.933009350393,58.05604084645669,0.18923355265312036,0.01690944720760032,0.3737182079630996
image_0261,IM2U4,8820.327448326772,69.21413631889764,0.08130886112799937,0.008855276862765592,0.17360508173973976
