image_name,class,texture_lbp_feat_0,texture_lbp_feat_1,texture_lbp_feat_2,texture_lbp_feat_3,texture_lbp_feat_4,texture_lbp_feat_5,texture_lbp_feat_6,texture_lbp_feat_7,texture_lbp_feat_8,texture_lbp_feat_9
image_0040,OM5,0.07318115233928338,0.09973144530641287,0.06475830077729747,0.10186767577503249,0.1368408203041479,0.11444091796176507,0.07104492187066376,0.09448242186923325,0.09600830077539012,0.14764404295973851
image_0041,OM5,0.0702514648394622,0.09851074218148738,0.07098388671441748,0.11071777343074232,0.14532470702238007,0.11499023436798154,0.07873535155769437,0.09277343749433756,0.07781982421400026,0.13989257811646164
image_0042,OM5,0.07995605468261986,0.09008789061950147,0.0627441406211704,0.09661865233785287,0.128417968742162,0.11096191405572742,0.07080078124567867,0.08996582030700892,0.11370849608680979,0.15673828124043346
image_0043,OM5,0.07421874999547004,0.10009765624389053,0.0670776367146559,0.09954833983767405,0.14373779295997693,0.1057128906185478,0.07257080077682063,0.0931396484318152,0.09075927733821049,0.15313720702190325
image_0044,OM5,0.07879638671394065,0.09851074218148738,0.06549072265225277,0.098205566400256,0.13378906249183417,0.10864257811836898,0.07336425780802219,0.09625244140037521,0.09320068358806148,0.15374755858436598
image_0045,OM5,0.0721435546830967,0.0941162109317556,0.0634765624961257,0.10546874999356269,0.1404418945226781,0.11853027343026548,0.06671142577717826,0.08892822265082224,0.10815429686839878,0.14202880858508124
image_0046,OM5,0.0946044921817258,0.0883178710883595,0.06518554687102139,0.09368896483803167,0.12677001952351258,0.10870361327461525,0.07250976562057436,0.08734130858841911,0.0948486328067109,0.16802978514599426
image_0047,OM5,0.08789062499463558,0.09197998046313599,0.08056640624508261,0.1013793945250623,0.12390136717993766,0.10455322264986858,0.07562255858913436,0.08752441405715793,0.0883178710883595,0.1582641601465903
image_0048,OM5,0.07922363280766458,0.09674072265034542,0.06958007812075316,0.1004028320251219,0.14245605467880518,0.11132812499320507,0.06970214843324572,0.09069824218196422,0.0921630859318748,0.1477050781159848
image_0049,OM5,0.08734130858841911,0.08740234374466538,0.0702514648394622,0.09973144530641287,0.13110351561699807,0.1044921874936223,0.07427978515171632,0.09063720702571794,0.09417724608800188,0.16058349608394876
image_0050,OP2,0.09509277343169599,0.09045410155697912,0.06689453124591709,0.08789062499463558,0.11541748046170547,0.10516357421233133,0.08032226562009752,0.08990478515076264,0.09710693358782306,0.17175292967701702
image_0051,OP2,0.11682128905536979,0.10638427733725682,0.05798339843396097,0.07037353515195474,0.08367919921364263,0.07641601562033594,0.06573486327723786,0.10870361327461525,0.11407470702428743,0.1998291015503034
image_0052,OP2,0.09094238280694932,0.10510253905608505,0.07031249999570846,0.08563232421352342,0.11810302733654156,0.09887695311896502,0.07519531249541044,0.10058593749386072,0.0910034179631956,0.16424560545872524
image_0053,OP2,0.09399414061926305,0.09552001952541991,0.07135009765189514,0.0892944335882999,0.11132812499320507,0.09826660155650228,0.07678222655781358,0.0931396484318152,0.09814453124400974,0.17218017577074096
image_0054,OP2,0.09643554686911404,0.08679199218220264,0.06292724608990923,0.09179687499439716,0.11932373046146706,0.10345458983743563,0.07318115233928338,0.08630371093223244,0.10144042968130856,0.1783447265516147
image_0055,OP2,0.09881591796271876,0.0943603515567407,0.06835937499582767,0.08575439452601596,0.10900878905584663,0.09588623046289757,0.0743408203079626,0.09790039061902463,0.09588623046289757,0.17968749998903275
image_0056,OP2,0.09143066405691952,0.09863281249397993,0.07055664062069357,0.0938720703067705,0.12200927733630314,0.09826660155650228,0.06774902343336493,0.10119628905632347,0.09069824218196422,0.16558837889614328
image_0057,OP2,0.09686279296283797,0.10241699218124896,0.06817626952708884,0.08245849608871714,0.1138916015555486,0.09204101561938226,0.07196044921435787,0.10119628905632347,0.09643554686911404,0.17456054686434566
image_0058,OP2,0.09808349608776346,0.10119628905632347,0.0685424804645665,0.08697509765094145,0.11108398436821997,0.09130859374442696,0.06762695312087237,0.10021972655638307,0.09960937499392032,0.17535400389554723
image_0059,OP2,0.11376953124305605,0.0991821289001964,0.06384277343360334,0.07232666015183553,0.08972167968202382,0.08300781249493361,0.06689453124591709,0.10345458983743563,0.1085815429621227,0.19921874998784064
image_0060,OP2,0.09790039061902463,0.08642578124472498,0.06835937499582767,0.08789062499463558,0.11206054686816036,0.09936523436893523,0.07952880858889594,0.09240722655685991,0.0999145507751517,0.17614746092674882
image_0061,OP2,0.08648681640097126,0.0883178710883595,0.06823730468333512,0.09704589843157678,0.13208007811693848,0.11523437499296665,0.07501220702667162,0.08984374999451637,0.09167480468190461,0.15606689452172443
image_0062,OP2,0.08416748046361282,0.08007812499511242,0.0675659179646261,0.10534667968107014,0.1349487304605134,0.11999511718017608,0.07678222655781358,0.08630371093223244,0.08886718749457598,0.1559448242092319
image_0063,OP2,0.11700439452410862,0.09686279296283797,0.0622558593712002,0.07135009765189514,0.087097167963434,0.07879638671394065,0.06561279296474531,0.09826660155650228,0.11950683593020588,0.20324707030009478
image_0064,OP2,0.09466552733797207,0.10607910155602544,0.06933593749576807,0.08209228515123948,0.11419677733677998,0.09320068358806148,0.07006835937072337,0.10333251952494309,0.09472656249421835,0.1723022460832335
image_0065,OP2,0.09710693358782306,0.09802246093151719,0.0639648437460959,0.0827636718699485,0.12054443358639255,0.09851074218148738,0.07147216796438768,0.10430908202488348,0.0936279296817854,0.1696777343646437
image_0066,OP2,0.08526611327604577,0.09020996093199402,0.07604980468285828,0.10205078124377132,0.12786865233594552,0.10607910155602544,0.0736083984330073,0.09094238280694932,0.08941650390079245,0.1585083007715754
image_0067,OP2,0.10235595702500269,0.1035156249936819,0.06341552733987942,0.08142089843253046,0.10260009764998779,0.09503173827544972,0.06787109374585748,0.10205078124377132,0.10113525390007719,0.18060302733272687
image_0068,OP2,0.08703613280718774,0.08886718749457598,0.0692749023395218,0.09997558593139798,0.1317749023357071,0.10986328124329447,0.08288574218244106,0.08825683593211323,0.08471679686982929,0.1573486328028962
image_0069,OP2,0.11169433593068272,0.09600830077539012,0.06359863280861824,0.0786743164014481,0.09240722655685991,0.08367919921364263,0.06939697265201435,0.09729003905656189,0.11169433593068272,0.19555664061306416
image_0070,OP2,0.0928955078068301,0.08410644530736655,0.0685424804645665,0.09472656249421835,0.1213989257738404,0.11425781249302626,0.08258056640120968,0.08477783202607557,0.09240722655685991,0.16430664061497152
image_0071,OP2,0.1088256835871078,0.09729003905656189,0.06463623046480492,0.08245849608871714,0.09228515624436735,0.08770751952589675,0.06793212890210375,0.09680175780659168,0.10760498046218231,0.19445800780063122
image_0072,OP2,0.08630371093223244,0.07904052733892575,0.06866455077705905,0.10382080077491328,0.13665771483540906,0.11370849608680979,0.07592773437036573,0.08160400390126929,0.09417724608800188,0.16009521483397857
image_0073,OP2,0.09051513671322539,0.08862304686959088,0.06835937499582767,0.09869384765022621,0.12475585936738551,0.10559082030605525,0.08129882812003791,0.08410644530736655,0.09576416015040502,0.16229248045884445
image_0074,OP2,0.09332275390055403,0.10272216796248033,0.06652832030843943,0.09185791015064344,0.11077880858698859,0.09729003905656189,0.07086181640192493,0.1013793945250623,0.09429931640049442,0.17095947264581546
image_0075,OP2,0.09814453124400974,0.0999145507751517,0.0743408203079626,0.08111572265129909,0.1042480468686372,0.09246826171310618,0.07617187499535083,0.09899902343145758,0.09765624999403953,0.1769409179579504
image_0076,OP2,0.09869384765022621,0.09454345702547952,0.0721435546830967,0.0852050781197995,0.10821533202464506,0.09667968749409914,0.07702636718279868,0.0928955078068301,0.0999145507751517,0.17468261717683822
image_0077,OP2,0.09417724608800188,0.08935546874454617,0.07714843749529122,0.09454345702547952,0.11566162108669058,0.1025390624937415,0.07550048827664181,0.09063720702571794,0.0943603515567407,0.16607666014611347
image_0078,OP2,0.09753417968154698,0.09252929686935246,0.0702514648394622,0.09210205077562854,0.10681152343098074,0.09661865233785287,0.07922363280766458,0.0955810546816662,0.0938720703067705,0.1754760742080398
image_0079,OP2,0.09912109374395013,0.09899902343145758,0.07269287108931317,0.08227539061997831,0.09783935546277836,0.08892822265082224,0.07324218749552965,0.09899902343145758,0.10491943358734622,0.18298339842633157
image_0080,OP2,0.09332275390055403,0.09197998046313599,0.0721435546830967,0.09393310546301678,0.11688232421161607,0.10333251952494309,0.07739257812027633,0.09124755858818069,0.09271240233809128,0.16705322264605388
image_0081,OP2,0.09417724608800188,0.10638427733725682,0.06384277343360334,0.08557128905727714,0.1143798828055188,0.09448242186923325,0.06677246093342454,0.10247802733749524,0.09777832030653208,0.17413330077062175
image_0082,OP2,0.09588623046289757,0.0931396484318152,0.06506347655852884,0.0888061523383297,0.11145019530569762,0.10192871093127877,0.07598876952661202,0.08715820311968028,0.10272216796248033,0.1778564453016445
image_0083,OP2,0.1078491210871674,0.100646972650107,0.06536865233976022,0.07678222655781358,0.09277343749433756,0.08306884765117988,0.0682983398395814,0.10510253905608505,0.10778808593092114,0.1923217773320116
image_0084,OP2,0.0938720703067705,0.08459472655733674,0.06835937499582767,0.09954833983767405,0.11999511718017608,0.11309814452434704,0.07830810546397045,0.08752441405715793,0.08850097655709832,0.16619873045860603
image_0085,OP2,0.09039306640073284,0.09393310546301678,0.06848144530832022,0.0936279296817854,0.12048339843014627,0.10876464843086153,0.07067871093318612,0.09490966796295718,0.09350585936929286,0.16522216795866562
image_0086,OP2,0.09722900390031561,0.09490966796295718,0.07073974608943238,0.08776855468214304,0.1042480468686372,0.09417724608800188,0.07598876952661202,0.09393310546301678,0.10211181640001758,0.17889404295783118
image_0087,OP2,0.10339355468118935,0.09808349608776346,0.06207275390246138,0.08093261718256026,0.10089111327509209,0.09057617186947167,0.0721435546830967,0.0963134765566215,0.10681152343098074,0.18878173826972766
image_0088,OP2,0.08801269530712813,0.08502197265106066,0.0649414062460363,0.09625244140037521,0.13336181639811023,0.11297607421185449,0.08142089843253046,0.0900268554632552,0.08911132811956107,0.15887451170905306
image_0089,OP2,0.08728027343217283,0.08508300780730695,0.07659912108907475,0.10156249999380111,0.12725830077348277,0.1088256835871078,0.07897949218267947,0.08666992186971009,0.0910034179631956,0.15673828124043346
image_0090,OP2,0.10180664061878622,0.09564208983791246,0.06408691405858845,0.08404541015112027,0.10754394530593604,0.0938720703067705,0.06799316405835003,0.09252929686935246,0.10876464843086153,0.1837158203012869
image_0091,OP2,0.09173583983815088,0.09246826171310618,0.06719970702714845,0.0892944335882999,0.1206665038988851,0.1025390624937415,0.07586669921411947,0.0900268554632552,0.09606933593163638,0.17413330077062175
image_0092,OP2,0.10333251952494309,0.08966064452577754,0.06488037108979001,0.08557128905727714,0.11108398436821997,0.10211181640001758,0.07489013671417907,0.08996582030700892,0.10180664061878622,0.1766967773329653
image_0093,OP2,0.10778808593092114,0.10388183593115956,0.06817626952708884,0.07489013671417907,0.09082031249445677,0.0827636718699485,0.07086181640192493,0.1013793945250623,0.10729980468095093,0.19213867186327277
image_0094,OP2,0.08819580077586696,0.08605957030724734,0.07257080077682063,0.10052490233761445,0.1249999999923706,0.1100463867120333,0.08117675780754537,0.08630371093223244,0.08966064452577754,0.1604614257714562
image_0095,OP2,0.08636474608847872,0.08135986327628418,0.07147216796438768,0.10198974608752504,0.12811279296093062,0.11602783202416822,0.07769775390150771,0.0842285156198591,0.0931396484318152,0.15960693358400838
image_0096,OP2,0.11059570311824977,0.10211181640001758,0.06463623046480492,0.07415771483922377,0.09576416015040502,0.08630371093223244,0.06958007812075316,0.10260009764998779,0.10443115233737603,0.18981933592591435
image_0097,OP2,0.09863281249397993,0.0943603515567407,0.07086181640192493,0.08947753905703872,0.10687255858722701,0.0953369140566811,0.07678222655781358,0.09240722655685991,0.09954833983767405,0.17572021483302488
image_0098,OP2,0.09246826171310618,0.08941650390079245,0.06530761718351394,0.09240722655685991,0.1262207031172961,0.10626220702476427,0.07269287108931317,0.09210205077562854,0.09686279296283797,0.1662597656148523
image_0099,OP2,0.09228515624436735,0.08947753905703872,0.07336425780802219,0.09246826171310618,0.11639404296164586,0.10314941405620426,0.07983398437012731,0.08990478515076264,0.09503173827544972,0.16809082030224054
image_0100,OM3P3,0.0736083984330073,0.07611083983910456,0.07519531249541044,0.11944580077395961,0.16589355467737465,0.1257324218673259,0.07904052733892575,0.07592773437036573,0.07403564452673123,0.13500976561675965
image_0101,OM3P3,0.07012939452696965,0.07525634765165672,0.0731201171830371,0.11645507811789214,0.16680908202106878,0.12725830077348277,0.08001708983886614,0.07556152343288809,0.07611083983910456,0.13928222655399888
image_0102,OM3P3,0.07336425780802219,0.07519531249541044,0.07476806640168651,0.11889648436774314,0.16375732420875505,0.12591552733606473,0.08154296874502301,0.07415771483922377,0.07452392577670142,0.13787841796033456
image_0103,OM3P3,0.07128906249564886,0.07507324218291789,0.07073974608943238,0.1156005859304443,0.16326904295878483,0.12933349608585612,0.07952880858889594,0.07012939452696965,0.09826660155650228,0.12677001952351258
image_0104,OM3P3,0.07391357421423868,0.07489013671417907,0.07562255858913436,0.12072753905513137,0.1646118163962029,0.12493896483612432,0.07934570312015712,0.07519531249541044,0.07409667968297749,0.13665771483540906
image_0105,OM3P3,0.06469726562105119,0.0745849609329477,0.07092285155817121,0.1189575195239894,0.16802978514599426,0.1334838867106028,0.08288574218244106,0.07550048827664181,0.07714843749529122,0.13378906249183417
image_0106,OM3P3,0.07409667968297749,0.0736083984330073,0.07543945312039554,0.1201782226489149,0.16577148436488212,0.12780761717969924,0.0774536132765226,0.07550048827664181,0.07519531249541044,0.1349487304605134
image_0107,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0108,OM3P3,0.06817626952708884,0.0774536132765226,0.07281494140180572,0.12188720702381059,0.15991210936523972,0.12823486327342315,0.08074951171382144,0.07672119140156732,0.07666015624532103,0.13739013671036437
image_0109,OM3P3,0.07171630858937278,0.07604980468285828,0.07183837890186533,0.12005615233642235,0.16613769530235975,0.1254272460860945,0.08367919921364263,0.07482910155793279,0.07348632812051475,0.13677978514790162
image_0110,OM3P3,0.07208251952685044,0.07556152343288809,0.07250976562057436,0.12213134764879569,0.16149902342764288,0.12707519530474395,0.08087158202631399,0.07513427733916417,0.07452392577670142,0.13861083983528985
image_0111,OM3P3,0.05895996093390137,0.07397460937048495,0.06652832030843943,0.12304687499248981,0.1715698242082782,0.1406860351476632,0.08154296874502301,0.07598876952661202,0.08093261718256026,0.12677001952351258
image_0112,OM3P3,0.08441162108859793,0.07653808593282849,0.07354736327676102,0.10925292968083172,0.14440917967868597,0.12188720702381059,0.0779418945264928,0.07855224608895554,0.08288574218244106,0.1505737304595597
image_0113,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0114,OM3P3,0.07098388671441748,0.07635498046408966,0.072875976558052,0.11761474608657137,0.17065429686458408,0.1267089843672663,0.07604980468285828,0.0745849609329477,0.0837402343698889,0.13043212889828906
image_0115,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0116,OM3P3,0.07122802733940259,0.07543945312039554,0.07171630858937278,0.12274169921125844,0.1604614257714562,0.12805175780468434,0.08148193358877674,0.07513427733916417,0.07519531249541044,0.1385498046790436
image_0117,OM3P3,0.07116699218315631,0.07629394530784339,0.07336425780802219,0.11798095702404901,0.1650390624899268,0.12493896483612432,0.08117675780754537,0.07714843749529122,0.07666015624532103,0.13623046874168515
image_0118,OM3P3,0.07019042968321591,0.07598876952661202,0.07171630858937278,0.12280273436750472,0.16558837889614328,0.12530517577360198,0.08087158202631399,0.07409667968297749,0.07568359374538064,0.137756347647842
image_0119,OM3P3,0.07159423827688023,0.07373046874549985,0.07629394530784339,0.11547851561795175,0.16851806639596448,0.1307983398357667,0.07366943358925357,0.07269287108931317,0.08367919921364263,0.13354492186684908
image_0120,OM3P3,0.07122802733940259,0.07543945312039554,0.07171630858937278,0.12274169921125844,0.1604614257714562,0.12805175780468434,0.08148193358877674,0.07513427733916417,0.07519531249541044,0.1385498046790436
image_0121,OM3P3,0.07189941405811161,0.07714843749529122,0.07391357421423868,0.12365722655495257,0.16186523436512051,0.1254882812423408,0.08166503905751556,0.07733154296403005,0.07342529296426847,0.13360595702309533
image_0122,OM3P3,0.07019042968321591,0.07598876952661202,0.07171630858937278,0.12280273436750472,0.16558837889614328,0.12530517577360198,0.08087158202631399,0.07409667968297749,0.07568359374538064,0.137756347647842
image_0123,OM3P3,0.07305908202679083,0.07641601562033594,0.07403564452673123,0.12274169921125844,0.1672363281147927,0.12707519530474395,0.07421874999547004,0.07611083983910456,0.07366943358925357,0.13543701171048358
image_0124,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0125,OM3P3,0.06713867187090218,0.0743408203079626,0.07031249999570846,0.12805175780468434,0.17572021483302488,0.13421630858555808,0.08032226562009752,0.07452392577670142,0.07006835937072337,0.12530517577360198
image_0126,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0127,OM3P3,0.07122802733940259,0.07543945312039554,0.07171630858937278,0.12274169921125844,0.1604614257714562,0.12805175780468434,0.08148193358877674,0.07513427733916417,0.07519531249541044,0.1385498046790436
image_0128,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0129,OM3P3,0.07159423827688023,0.07373046874549985,0.07629394530784339,0.11547851561795175,0.16851806639596448,0.1307983398357667,0.07366943358925357,0.07269287108931317,0.08367919921364263,0.13354492186684908
image_0130,OM3P3,0.07128906249564886,0.07507324218291789,0.07073974608943238,0.1156005859304443,0.16326904295878483,0.12933349608585612,0.07952880858889594,0.07012939452696965,0.09826660155650228,0.12677001952351258
image_0131,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0132,OM3P3,0.07165527343312651,0.08068847655757516,0.06988525390198454,0.11834716796152665,0.16302490233379974,0.12872314452339337,0.0764770507765822,0.07672119140156732,0.08209228515123948,0.13238525389816985
image_0133,OM3P3,0.0702514648394622,0.07830810546397045,0.07415771483922377,0.12030029296140746,0.16253662108382955,0.12799072264843805,0.0781860351514779,0.07586669921411947,0.07525634765165672,0.13714599608537928
image_0134,OM3P3,0.07318115233928338,0.07653808593282849,0.07116699218315631,0.12329101561747491,0.16131591795890404,0.12365722655495257,0.0789184570264332,0.07696533202655241,0.07464599608919396,0.14031982421018555
image_0135,OM3P3,0.07189941405811161,0.0743408203079626,0.07379150390174612,0.11999511718017608,0.16595458983362094,0.12615966796104983,0.07342529296426847,0.07592773437036573,0.07702636718279868,0.14147949217886477
image_0136,OM3P3,0.07171630858937278,0.07507324218291789,0.0781860351514779,0.11932373046146706,0.16070556639644132,0.12609863280480355,0.08117675780754537,0.07757568358901515,0.07427978515171632,0.1358642578042075
image_0137,OM3P3,0.07244873046432808,0.07611083983910456,0.0745849609329477,0.1249999999923706,0.17480468748933076,0.12554931639858707,0.07501220702667162,0.0738525390579924,0.06903076171453669,0.13360595702309533
